ID,Fp1_F7,Fp1_T7,Fp1_P7,Fp1_O1,Fp1_Fp2,Fp1_F8,Fp1_T8,Fp1_P8,Fp1_O2,Fp1_F3,Fp1_C3,Fp1_P3,Fp1_F4,Fp1_C4,Fp1_P4,Fp1_Fz,Fp1_Cz,Fp1_Pz,F7_T7,F7_P7,F7_O1,F7_Fp2,F7_F8,F7_T8,F7_P8,F7_O2,F7_F3,F7_C3,F7_P3,F7_F4,F7_C4,F7_P4,F7_Fz,F7_Cz,F7_Pz,T7_P7,T7_O1,T7_Fp2,T7_F8,T7_T8,T7_P8,T7_O2,T7_F3,T7_C3,T7_P3,T7_F4,T7_C4,T7_P4,T7_Fz,T7_Cz,T7_Pz,P7_O1,P7_Fp2,P7_F8,P7_T8,P7_P8,P7_O2,P7_F3,P7_C3,P7_P3,P7_F4,P7_C4,P7_P4,P7_Fz,P7_Cz,P7_Pz,O1_Fp2,O1_F8,O1_T8,O1_P8,O1_O2,O1_F3,O1_C3,O1_P3,O1_F4,O1_C4,O1_P4,O1_Fz,O1_Cz,O1_Pz,Fp2_F8,Fp2_T8,Fp2_P8,Fp2_O2,Fp2_F3,Fp2_C3,Fp2_P3,Fp2_F4,Fp2_C4,Fp2_P4,Fp2_Fz,Fp2_Cz,Fp2_Pz,F8_T8,F8_P8,F8_O2,F8_F3,F8_C3,F8_P3,F8_F4,F8_C4,F8_P4,F8_Fz,F8_Cz,F8_Pz,T8_P8,T8_O2,T8_F3,T8_C3,T8_P3,T8_F4,T8_C4,T8_P4,T8_Fz,T8_Cz,T8_Pz,P8_O2,P8_F3,P8_C3,P8_P3,P8_F4,P8_C4,P8_P4,P8_Fz,P8_Cz,P8_Pz,O2_F3,O2_C3,O2_P3,O2_F4,O2_C4,O2_P4,O2_Fz,O2_Cz,O2_Pz,F3_C3,F3_P3,F3_F4,F3_C4,F3_P4,F3_Fz,F3_Cz,F3_Pz,C3_P3,C3_F4,C3_C4,C3_P4,C3_Fz,C3_Cz,C3_Pz,P3_F4,P3_C4,P3_P4,P3_Fz,P3_Cz,P3_Pz,F4_C4,F4_P4,F4_Fz,F4_Cz,F4_Pz,C4_P4,C4_Fz,C4_Cz,C4_Pz,P4_Fz,P4_Cz,P4_Pz,Fz_Cz,Fz_Pz,Cz_Pz
S_2121356_e_135.set,0.6168302,0.4250772,0.3380133,0.25821,0.09685747,0.1268918,0.06071901,0.09170203,0.1669786,0.3831121,0.2557454,0.2434803,0.1758062,0.06300008,0.08601309,0.06684183,0.1307905,0.1390003,0.6705579,0.4303461,0.269943,0.1808598,0.1033889,0.03993584,0.08172128,0.1443984,0.729246,0.4560077,0.3546157,0.1052141,0.05701449,0.1068017,0.104083,0.2066283,0.1922997,0.8313612,0.5992672,0.06811489,0.06474011,0.1703057,0.2920466,0.3918175,0.6441311,0.7955299,0.7649646,0.06814732,0.2300513,0.3446631,0.2128896,0.5020341,0.5147946,0.8737409,0.03225611,0.07988157,0.3148328,0.5030661,0.6530687,0.3667465,0.6895497,0.91916,0.07744586,0.3631415,0.5353885,0.1836069,0.5634123,0.7108629,0.04685415,0.1151588,0.4483177,0.6722835,0.8640717,0.2186324,0.5395226,0.8273349,0.09681405,0.4502195,0.656098,0.1849302,0.548865,0.7625684,0.5126966,0.3076655,0.1925332,0.1005451,0.2435906,0.06580107,0.03589676,0.3153844,0.1598562,0.1148531,0.06458168,0.05947534,0.06164028,0.6397264,0.3784148,0.2080261,0.08881255,0.08055797,0.09450426,0.7552784,0.4604484,0.3020887,0.1930985,0.1977359,0.1853516,0.8813605,0.627299,0.04603627,0.2766334,0.3922999,0.5326068,0.8603362,0.8049882,0.336193,0.5544252,0.6241502,0.8567659,0.08237637,0.3877328,0.5841451,0.2908693,0.7871244,0.9223329,0.2838125,0.6248976,0.8057413,0.1138807,0.415763,0.6692889,0.1524726,0.5639901,0.7770295,0.2038465,0.5401958,0.7726411,0.6030007,0.3554384,0.06614868,0.09150197,0.1282933,0.2996598,0.3271541,0.2168254,0.7873407,0.1194975,0.4295995,0.486746,0.4759045,0.7988768,0.6659238,0.09299643,0.4974722,0.6587443,0.2822327,0.7291582,0.8574916,0.536842,0.2921499,0.42179,0.2953427,0.1927769,0.8457782,0.5303496,0.7836508,0.7513193,0.3652094,0.7479509,0.8931416,0.6394095,0.3680264,0.8443998
S_2121356_e_136.set,0.6563265,0.4185564,0.306604,0.2457635,0.1471297,0.1786373,0.05868801,0.06908345,0.1677653,0.3802176,0.1867335,0.2006794,0.2079646,0.06196596,0.0645173,0.06264537,0.08117321,0.1011475,0.683745,0.4076242,0.2813025,0.226985,0.1423135,0.06751005,0.1085142,0.1994195,0.7433141,0.4076408,0.3255833,0.114367,0.07460822,0.1120713,0.1254887,0.1882849,0.1775499,0.8097056,0.5870705,0.100041,0.06454469,0.1417875,0.2767331,0.4305334,0.7219049,0.8024098,0.7491452,0.08924801,0.2556276,0.3462556,0.3170146,0.5302838,0.5137161,0.8791745,0.04198729,0.08134525,0.2822263,0.480067,0.6785655,0.4146096,0.7097392,0.9112007,0.1187337,0.3743897,0.5366203,0.2806783,0.5724751,0.7019604,0.05386929,0.1083862,0.3699559,0.6044496,0.8538491,0.2594893,0.5451459,0.8133944,0.1237902,0.4001922,0.6054559,0.2231489,0.5087776,0.7106568,0.4843229,0.2636344,0.1608351,0.08488467,0.269113,0.0570465,0.03714907,0.2599911,0.1086216,0.09378461,0.03139803,0.02848633,0.04328977,0.6768209,0.3912654,0.1760425,0.1065743,0.09954034,0.1153632,0.7499822,0.4741412,0.320366,0.2561978,0.2246394,0.2077511,0.8564464,0.5282661,0.07387033,0.2962738,0.3890509,0.5947891,0.8382338,0.7806708,0.38407,0.5569149,0.6060623,0.800939,0.122594,0.4103377,0.5830764,0.3369792,0.7442381,0.9156649,0.3122739,0.6100861,0.7884345,0.1971779,0.4665745,0.6903633,0.1635233,0.4961144,0.7369529,0.2348504,0.5210875,0.7404839,0.6119281,0.3970248,0.08614758,0.1392195,0.1604147,0.3777663,0.3570008,0.2546047,0.8107179,0.1876281,0.50652,0.5309088,0.5684787,0.8384613,0.700547,0.167106,0.5300621,0.6809198,0.3775782,0.7459246,0.8601158,0.6013224,0.3456813,0.5249478,0.3799314,0.270339,0.8153367,0.5907357,0.8158317,0.7438234,0.3985384,0.7526,0.8971177,0.6902095,0.4336223,0.841417
S_2121356_e_137.set,0.3584148,0.1509009,0.1516211,0.124811,0.02544604,0.1955746,0.09447524,0.06947644,0.0765043,0.06646767,0.07054575,0.1014332,0.389757,0.1291492,0.06533434,0.221217,0.08053009,0.06030747,0.5084931,0.3298333,0.2067881,0.1426636,0.1540343,0.05078433,0.06152148,0.106563,0.5101053,0.3129486,0.2670629,0.1267921,0.04527118,0.07366862,0.05746851,0.1240977,0.1457319,0.7604754,0.470547,0.06682558,0.04556998,0.1177177,0.1836301,0.2286525,0.5288614,0.7404181,0.688647,0.04555334,0.1842658,0.2624634,0.1706843,0.4018401,0.4318218,0.8148695,0.02687187,0.0424531,0.1776627,0.3204759,0.470616,0.2934187,0.5555321,0.8730555,0.0531484,0.2123102,0.3726565,0.1006906,0.3624045,0.5716329,0.02394914,0.04974993,0.2234745,0.4448854,0.7469476,0.1677955,0.3552161,0.7216986,0.07308686,0.2115732,0.4223676,0.08571173,0.2916636,0.5695399,0.1942747,0.1016863,0.05869533,0.04142465,0.2516795,0.09898354,0.04550663,0.04185786,0.03969779,0.04084457,0.1205769,0.06797419,0.04681767,0.4856132,0.2428359,0.1049327,0.09042799,0.02884667,0.04645814,0.5562611,0.2854145,0.1799317,0.09590787,0.09138246,0.08707035,0.7955155,0.3861527,0.06311188,0.1676852,0.2371415,0.4008749,0.7592771,0.7061023,0.1878416,0.4074666,0.4473678,0.6840902,0.08193644,0.2408272,0.4069189,0.200629,0.6183301,0.8701256,0.1492427,0.4459549,0.6532516,0.105619,0.2316671,0.4938424,0.09852728,0.2970681,0.5769247,0.09565835,0.3001419,0.5844935,0.6382246,0.3570635,0.03037306,0.1301329,0.1530063,0.3720241,0.4045331,0.2828024,0.7105395,0.07876962,0.3611693,0.4042858,0.4405875,0.7619953,0.6260527,0.07270105,0.3508651,0.5357155,0.198872,0.5873896,0.7884589,0.4695033,0.2270645,0.4386269,0.2588389,0.1522065,0.771306,0.4361576,0.7234764,0.6197689,0.2569706,0.6666776,0.834469,0.5999792,0.3015709,0.7734637
S_2121356_e_138.set,0.08570283,0.03286508,0.02520506,0.02713441,0.04825048,0.1482917,0.06789516,0.04266786,0.02138495,0.05335307,0.03937515,0.02628723,0.2311111,0.07497846,0.04348826,0.1665778,0.05896647,0.03635377,0.3444866,0.2278467,0.1406379,0.144473,0.07387222,0.04169978,0.06153517,0.0957467,0.4020539,0.2207966,0.1622491,0.07806797,0.04542489,0.06924474,0.0730745,0.08687632,0.09573078,0.7769719,0.5163305,0.1270744,0.03531759,0.1274428,0.229596,0.3209167,0.4743241,0.7494425,0.6318592,0.03894784,0.1835945,0.2611682,0.1969776,0.436883,0.4137337,0.7779135,0.05630805,0.03578243,0.2191705,0.3811933,0.5202916,0.2564272,0.6257564,0.8672775,0.04992161,0.265583,0.4047684,0.1601047,0.466748,0.6020465,0.03761827,0.05090032,0.3188978,0.5347925,0.7875186,0.1338604,0.4357705,0.7034051,0.07094218,0.3238739,0.5091289,0.1218165,0.427101,0.6564242,0.1187306,0.06526279,0.03845868,0.04009791,0.2739763,0.1224737,0.04955196,0.05690579,0.05190882,0.04382039,0.1153864,0.07739563,0.04553838,0.4395576,0.233027,0.09919085,0.04620952,0.02979739,0.03662233,0.6155174,0.2768987,0.1722559,0.150911,0.09767167,0.0833822,0.8006104,0.4670646,0.02832067,0.202034,0.2810316,0.4601317,0.814761,0.7347345,0.2377731,0.4816807,0.5479023,0.7606556,0.05855619,0.2884735,0.448087,0.2428972,0.6715297,0.8796469,0.1781998,0.5029854,0.7204797,0.08545237,0.3217567,0.5306736,0.1190801,0.4219488,0.6506972,0.1313128,0.4161417,0.6669345,0.4880715,0.2284215,0.03894936,0.07703251,0.07557566,0.3773341,0.2530201,0.1442178,0.6813855,0.08863109,0.3636927,0.3788527,0.4581966,0.7579042,0.5788125,0.07076488,0.3884081,0.5327868,0.2293895,0.6178334,0.7887708,0.4906324,0.2412681,0.4816155,0.2822625,0.1734435,0.7518502,0.4601814,0.7493704,0.6717274,0.2376185,0.6398338,0.8353083,0.5903078,0.2859479,0.7728726
S_2121356_e_139.set,0.254501,0.1156545,0.08140023,0.06498517,0.04361213,0.07128665,0.03438228,0.03781515,0.05093964,0.04915594,0.05563644,0.05502798,0.1094752,0.03749629,0.03293331,0.0815543,0.04436221,0.03256973,0.3247937,0.206896,0.1022602,0.07676469,0.06277387,0.02344631,0.02716386,0.05212533,0.2545733,0.1838273,0.1512244,0.05171708,0.02369847,0.03652518,0.04149393,0.07872961,0.07385837,0.7663943,0.4168617,0.07959381,0.03883306,0.1042546,0.1743886,0.2468975,0.4656559,0.7032517,0.6812336,0.04514008,0.1739999,0.2428204,0.1844682,0.4138385,0.4151732,0.7199541,0.04596961,0.0367129,0.175993,0.2920671,0.4255794,0.2457671,0.5668238,0.8550999,0.05627846,0.2575539,0.3559933,0.1673942,0.4463197,0.5641922,0.06323795,0.07392208,0.243662,0.403403,0.6815761,0.1252755,0.3073068,0.6131541,0.06143097,0.2509812,0.380785,0.1153432,0.3167265,0.4900219,0.4446911,0.1617114,0.09434409,0.0758342,0.1587903,0.1096516,0.06326403,0.1539356,0.05903254,0.05664904,0.05962825,0.06157705,0.05085125,0.5145494,0.3040341,0.1760024,0.06821485,0.04173399,0.05733549,0.6333946,0.3505911,0.2417506,0.1550671,0.1232221,0.1376271,0.8472376,0.5186671,0.06532257,0.1694613,0.2655021,0.4160868,0.7711385,0.7712563,0.2258853,0.4139566,0.5319082,0.7747985,0.08453746,0.2410373,0.4091105,0.2675826,0.6842291,0.8972713,0.2171184,0.4612048,0.6943631,0.08634213,0.2402309,0.4904745,0.1490764,0.4348213,0.6653495,0.1561452,0.3657723,0.617195,0.553823,0.3002605,0.05604643,0.1395341,0.1382234,0.4522627,0.342925,0.2211023,0.7285091,0.1211221,0.3729413,0.3948389,0.4880729,0.7766693,0.6061293,0.1236622,0.4406453,0.5489401,0.3160982,0.6891645,0.7970037,0.5017489,0.301135,0.473331,0.305617,0.2323465,0.8183109,0.4782759,0.7354237,0.7157696,0.3280324,0.6750283,0.866203,0.6272184,0.383763,0.8136269
S_2121356_e_140.set,0.4911204,0.216997,0.1430091,0.1235002,0.05061014,0.1964774,0.04902741,0.03206453,0.07215048,0.1322595,0.06894436,0.07363419,0.3369356,0.07170542,0.03684682,0.1335001,0.04961708,0.0426467,0.5418448,0.281368,0.1675871,0.1624734,0.1641047,0.05818752,0.06736518,0.09877111,0.56321,0.2858583,0.200025,0.1517507,0.0391793,0.07410563,0.0317104,0.09370135,0.1102132,0.7530068,0.4886623,0.07620342,0.04251253,0.1208788,0.2133797,0.3043763,0.4964296,0.7508571,0.6737246,0.03183411,0.1734312,0.2654378,0.170737,0.4176477,0.4291402,0.8361637,0.03515062,0.03019524,0.2123189,0.3802237,0.5505613,0.2148562,0.6014987,0.878846,0.03368345,0.2460126,0.4277439,0.1260255,0.4412695,0.618997,0.04243883,0.03607554,0.2851627,0.49686,0.7599137,0.1043216,0.4139617,0.7506737,0.03854735,0.2670417,0.4902688,0.09658689,0.38282,0.6226255,0.4525215,0.1891784,0.1072083,0.06721765,0.295887,0.06608228,0.03820932,0.1747516,0.07679756,0.06524524,0.05416843,0.04294183,0.04060617,0.4958323,0.2458456,0.09487964,0.1061409,0.03798094,0.04590793,0.6819534,0.344377,0.2059183,0.1366363,0.1292557,0.1168393,0.8360842,0.5154032,0.07250864,0.2403947,0.3445977,0.387932,0.8180116,0.7879071,0.2397974,0.5196046,0.5987879,0.7838385,0.08936308,0.3135702,0.5189462,0.1828353,0.6843358,0.9162151,0.1767359,0.5352706,0.7665544,0.09006973,0.3386908,0.6108634,0.06579,0.4312822,0.703347,0.1135846,0.4341571,0.708033,0.5099214,0.2414633,0.03860977,0.1211282,0.1223848,0.2832943,0.2838148,0.1806794,0.7239416,0.06837313,0.4102829,0.4333238,0.427147,0.7619258,0.607937,0.06558838,0.4464174,0.6249317,0.2278189,0.6738544,0.8357067,0.4457365,0.2163969,0.4013124,0.2357523,0.1494606,0.8080615,0.4775254,0.7814225,0.7171847,0.284599,0.7122344,0.8953619,0.5767882,0.3067143,0.8033625
S_2121356_e_141.set,0.4571386,0.1957261,0.1412273,0.1225947,0.03788184,0.1148626,0.0411066,0.04593029,0.07564391,0.1308166,0.05593711,0.05899761,0.2319687,0.04762715,0.04005345,0.09544312,0.03658779,0.04228289,0.5337349,0.2835709,0.1437538,0.157885,0.1421787,0.03689098,0.03760226,0.07788244,0.5507433,0.262116,0.1726633,0.1258637,0.0230565,0.04430091,0.04776766,0.08048803,0.08873105,0.7497362,0.4500178,0.07261293,0.05350387,0.1092608,0.1825524,0.2645382,0.4852151,0.7048278,0.6416298,0.04074832,0.1531209,0.2252843,0.161946,0.3746154,0.3864784,0.7924611,0.0442175,0.07214051,0.2145454,0.3558302,0.5117371,0.2173031,0.5565935,0.8494772,0.06052797,0.2384212,0.3861783,0.110988,0.4127517,0.5747133,0.0707867,0.1054396,0.3009398,0.5055819,0.7715486,0.08059596,0.3271773,0.6886903,0.06344214,0.2503797,0.4689794,0.05823711,0.3207643,0.5724443,0.4203747,0.2215395,0.1571203,0.1167314,0.2786997,0.07182036,0.0453322,0.1204153,0.07832052,0.09432361,0.09051561,0.0513185,0.05982362,0.5587288,0.3174327,0.1681046,0.07393383,0.04258609,0.09412513,0.5972637,0.3818657,0.2810243,0.1109675,0.1572904,0.1804034,0.823411,0.4762661,0.03095073,0.1878244,0.3340679,0.4354708,0.7954101,0.7764741,0.1846223,0.4603243,0.5750391,0.7584231,0.04472193,0.2546998,0.4920108,0.2352276,0.6670076,0.9036113,0.1447352,0.4992135,0.7505665,0.04863047,0.2507676,0.5546621,0.09707784,0.3721765,0.6590514,0.06648161,0.3501676,0.6510094,0.4856792,0.2080466,0.02141251,0.05442228,0.0569173,0.289564,0.2375409,0.1214286,0.6910161,0.1311244,0.3617558,0.3689118,0.4357409,0.7289396,0.5568087,0.1260367,0.4314295,0.5841026,0.2405957,0.6665103,0.8127035,0.5454224,0.3032809,0.4457257,0.3645231,0.2378557,0.7968408,0.4168417,0.749893,0.6906715,0.2467784,0.6793234,0.8754084,0.5821084,0.285198,0.7882804
S_2121356_e_142.set,0.548031,0.3207496,0.2569712,0.2000751,0.06547964,0.114868,0.05662704,0.05527467,0.1162442,0.1744371,0.1184239,0.1425552,0.1615801,0.05833801,0.05204584,0.06168585,0.04984424,0.06995727,0.5222805,0.2865883,0.1449235,0.1565975,0.1393421,0.06337386,0.055411,0.07267459,0.5555521,0.2751672,0.1862587,0.1186599,0.04703579,0.05702772,0.07188763,0.09304581,0.08797246,0.7959882,0.4982913,0.06982355,0.0715275,0.1478312,0.2480299,0.311501,0.4561506,0.775676,0.6997697,0.07455911,0.2148037,0.2951674,0.2122833,0.4729176,0.4470858,0.8204116,0.04910183,0.09684799,0.2648964,0.4484775,0.5758632,0.1999377,0.6610657,0.8896512,0.09995313,0.3250141,0.4889205,0.1540065,0.5301424,0.6514423,0.07288726,0.1315152,0.3528697,0.5931584,0.8153061,0.07562535,0.4490139,0.7517267,0.1102678,0.3620631,0.5761232,0.1057114,0.4722053,0.6754228,0.5169666,0.2530958,0.1413647,0.1175473,0.3139089,0.06835221,0.05364841,0.2412159,0.1228879,0.09701081,0.061016,0.06991161,0.07377695,0.6007649,0.3236826,0.2138099,0.1473795,0.07169443,0.112363,0.69537,0.4165699,0.2696307,0.1352256,0.1954927,0.1894494,0.8165897,0.5443541,0.04634331,0.2560243,0.3538783,0.5606071,0.8409616,0.7452189,0.2476143,0.5368902,0.5727708,0.8183357,0.03747158,0.3577767,0.5528286,0.3061153,0.731765,0.9175928,0.187729,0.5955403,0.7784329,0.03795746,0.3547787,0.612805,0.1827247,0.5075616,0.7460332,0.1288652,0.5052693,0.7337406,0.4259962,0.1900484,0.06089309,0.05520371,0.05675512,0.3107954,0.1951468,0.1043691,0.7703426,0.1323268,0.4191909,0.4677154,0.440262,0.7817563,0.6444957,0.1465392,0.4779753,0.6483468,0.2477628,0.7196472,0.8386539,0.582173,0.3184639,0.3821141,0.3620483,0.255069,0.8043474,0.4394992,0.7814124,0.7212388,0.2654457,0.7380761,0.8996133,0.5752882,0.3050808,0.8344764
S_2121356_e_143.set,0.5747604,0.3100199,0.1896575,0.121995,0.1936089,0.2655899,0.1009682,0.06515609,0.08182863,0.299333,0.09802548,0.08629298,0.3153772,0.05530329,0.0418561,0.05350627,0.01808579,0.03729434,0.5677076,0.3228274,0.1950589,0.2944535,0.2137984,0.111057,0.1319585,0.1662389,0.6672283,0.3126526,0.2101517,0.1611523,0.04943139,0.1001401,0.06014695,0.1049529,0.1184247,0.8097838,0.5172499,0.1557442,0.06859565,0.1146492,0.2287886,0.325325,0.6273401,0.7570791,0.6793903,0.04911008,0.1727649,0.276424,0.2326521,0.4437217,0.4283773,0.8185676,0.07070228,0.06051609,0.2238751,0.4077171,0.5694069,0.3357756,0.6808934,0.8804659,0.07169604,0.2945504,0.4682017,0.2139416,0.517141,0.6477129,0.06444684,0.0865288,0.3171492,0.5582412,0.8112699,0.1850781,0.4671866,0.7582739,0.08767041,0.3293806,0.5552828,0.1713982,0.4456204,0.670988,0.5037195,0.2490055,0.1601965,0.1011879,0.3881906,0.1083319,0.05899311,0.2632803,0.08482845,0.09746872,0.06130285,0.04499415,0.0567685,0.5689877,0.3116407,0.1528876,0.1577847,0.03929514,0.06182913,0.7204634,0.3576705,0.238842,0.1365853,0.1136936,0.1288166,0.834098,0.5102846,0.08723284,0.2145147,0.3238523,0.5614961,0.8192221,0.7744488,0.2524492,0.4653159,0.5584137,0.8019912,0.1248238,0.3294823,0.5089783,0.2977384,0.7025092,0.9051973,0.2026365,0.5190675,0.7395295,0.1476935,0.3548186,0.5973598,0.132341,0.4486398,0.7184781,0.1557082,0.4311034,0.6974191,0.5311198,0.2874206,0.06464133,0.07789112,0.1257385,0.2679772,0.2588558,0.180012,0.7840315,0.0859362,0.4093098,0.4605012,0.4881602,0.7903462,0.6431695,0.1095988,0.4753234,0.6336193,0.3235165,0.7368094,0.8476869,0.5454184,0.3074338,0.3583953,0.2735342,0.2131182,0.8221723,0.4708656,0.7579471,0.7241266,0.297981,0.7088573,0.8824092,0.6036907,0.3537961,0.8218325
S_2121356_e_144.set,0.2982882,0.163305,0.1002902,0.08288235,0.04610324,0.0521378,0.02525213,0.0387294,0.05722553,0.1847646,0.06119896,0.05795582,0.06886932,0.02184517,0.02827904,0.02702392,0.02838191,0.0322079,0.2849069,0.1567302,0.103972,0.05089528,0.07622901,0.0414614,0.04593496,0.05883137,0.3289256,0.1803978,0.1137935,0.06237529,0.0399645,0.05219615,0.04416925,0.07646386,0.07842771,0.6949461,0.4459796,0.06776355,0.0271216,0.108661,0.1854936,0.2300243,0.4161493,0.6842438,0.6122001,0.02380756,0.1714241,0.2337958,0.170292,0.3766708,0.3659142,0.7788762,0.05053444,0.0270639,0.2090514,0.353233,0.4333046,0.2275187,0.5295172,0.7907368,0.03469805,0.2624264,0.388561,0.1592346,0.3941242,0.5447519,0.05649228,0.04698123,0.2887847,0.4932873,0.7145221,0.1268839,0.3404073,0.6605839,0.03859901,0.2955969,0.4682046,0.1169847,0.3298447,0.566857,0.07700453,0.06174713,0.06175873,0.0624061,0.07406404,0.07459053,0.05996864,0.03262894,0.03883502,0.04439651,0.07447425,0.06102955,0.04283004,0.3981712,0.2060984,0.08880004,0.04027611,0.04182471,0.06143107,0.4723157,0.2698007,0.182589,0.1451192,0.131827,0.1220219,0.7897498,0.432124,0.05426388,0.1878445,0.3222685,0.3734993,0.7585104,0.7590753,0.2432083,0.4543487,0.5843166,0.715733,0.07528201,0.2344271,0.4662885,0.1824076,0.6271918,0.8669696,0.1740831,0.4487701,0.7185971,0.06728344,0.2281667,0.4925793,0.06291681,0.3753298,0.6137329,0.09958519,0.3176395,0.5933224,0.4751147,0.2438798,0.04665773,0.1045503,0.1061779,0.3084054,0.2955817,0.1728198,0.6757813,0.08899735,0.3701831,0.371447,0.4106382,0.7199398,0.5509298,0.09524953,0.444207,0.5737902,0.2807169,0.643436,0.7772013,0.4366454,0.21542,0.4119735,0.2727063,0.1935651,0.7704272,0.4816848,0.7340379,0.7169371,0.2872579,0.6488097,0.8604614,0.59471,0.3576917,0.7780739
S_2121356_e_145.set,0.5981675,0.3248954,0.232861,0.1380564,0.1911842,0.2258561,0.07185818,0.04250576,0.06432188,0.3043576,0.1157323,0.1231336,0.2503725,0.03659753,0.02764829,0.03678951,0.02634707,0.03818549,0.643078,0.4036349,0.2015082,0.3145372,0.1885745,0.06609938,0.07160679,0.1094132,0.7217072,0.3753964,0.2682936,0.1282561,0.04159616,0.06263843,0.09999675,0.1352285,0.1111559,0.8270792,0.5104979,0.1827439,0.09168185,0.1138077,0.2018036,0.2957421,0.7086145,0.7880353,0.7153659,0.07390857,0.191413,0.2595929,0.2613547,0.4545529,0.4359962,0.7757297,0.09502047,0.06297176,0.1916922,0.3545261,0.4770518,0.4388948,0.6705717,0.8904522,0.0626338,0.2754575,0.4224687,0.2069128,0.4886715,0.6257201,0.02825815,0.05937467,0.3041085,0.52805,0.7534258,0.2135523,0.4303207,0.7068528,0.067977,0.3433044,0.5276185,0.1707508,0.428706,0.6422282,0.5240782,0.1993178,0.1081165,0.06063392,0.3498063,0.1350287,0.06624097,0.2754177,0.06918658,0.05656048,0.05075224,0.04222284,0.03979637,0.5611838,0.3119539,0.1417795,0.1373313,0.06043079,0.06118283,0.7048547,0.3485997,0.2329099,0.1224965,0.115344,0.1172347,0.8406404,0.5274997,0.06531147,0.1980541,0.2959711,0.5522931,0.8321677,0.7819087,0.2954151,0.4754176,0.5625933,0.8040937,0.09124454,0.2780732,0.4792802,0.3064227,0.7487652,0.9257565,0.2519127,0.5275798,0.7630389,0.127616,0.3002388,0.5277489,0.131697,0.4889616,0.7161794,0.1830304,0.4273571,0.6851757,0.6517329,0.3849472,0.06624586,0.1116232,0.1184938,0.346451,0.3498361,0.2179061,0.7553152,0.1096163,0.3886083,0.3977334,0.5380512,0.7692312,0.5908731,0.08803689,0.4391049,0.5955259,0.3148082,0.6797131,0.8188515,0.5332958,0.3060722,0.384481,0.2857001,0.1850629,0.8410175,0.5327244,0.7662057,0.7167817,0.3496093,0.6902461,0.8913195,0.6913463,0.374698,0.7899398
S_2121356_e_146.set,0.3387537,0.0863492,0.06723485,0.06072108,0.09682793,0.3158249,0.2266472,0.1270077,0.08177103,0.1324992,0.09374999,0.08235037,0.3985842,0.2612187,0.1327181,0.2674257,0.1880709,0.1024887,0.2810695,0.1717385,0.1083141,0.3503857,0.2737266,0.1276338,0.06684754,0.06509625,0.69862,0.1283996,0.09617029,0.2582757,0.1330671,0.06453909,0.09233714,0.08629249,0.07575049,0.6979045,0.529224,0.1660058,0.1375176,0.2425312,0.3066678,0.3629107,0.268679,0.6748013,0.6118401,0.1629158,0.3325743,0.3462017,0.3086309,0.4746804,0.4593444,0.837006,0.1675941,0.217186,0.3987584,0.5077893,0.631126,0.1917716,0.635914,0.8376644,0.2105682,0.424102,0.4677586,0.2667226,0.5916719,0.6667022,0.2290215,0.3019574,0.5222053,0.6367465,0.8285025,0.1657896,0.5269643,0.7996305,0.2672414,0.5157694,0.5911684,0.273742,0.605689,0.7286705,0.4133361,0.3396703,0.2512384,0.2437216,0.565605,0.16418,0.1855947,0.3290089,0.3131808,0.2252357,0.2040456,0.2237621,0.1935405,0.6800705,0.4544656,0.3413855,0.3123732,0.2473662,0.2903477,0.7854172,0.5961068,0.4335582,0.3411358,0.4456516,0.3639563,0.8566933,0.6503583,0.2003463,0.3785895,0.5280426,0.6382416,0.867128,0.8083762,0.3600784,0.6800935,0.6811978,0.8240684,0.140453,0.4150705,0.6455826,0.419196,0.7499518,0.8794713,0.2836189,0.6405267,0.8093088,0.1384429,0.4423665,0.7024999,0.3016375,0.5973967,0.7326228,0.270565,0.6082991,0.7773254,0.2013217,0.1443314,0.2647506,0.1767115,0.113131,0.1505822,0.1680463,0.1269906,0.7151343,0.2954342,0.5000967,0.461423,0.4428105,0.7425438,0.60606,0.2906063,0.5969101,0.6488429,0.3219881,0.719715,0.8335172,0.6521662,0.4273883,0.4704852,0.5413965,0.3836641,0.8131171,0.5325456,0.8171245,0.7376954,0.3633227,0.705192,0.84797,0.5954107,0.3676145,0.7967471
